passage_id,citation_label,chapter,chapter_title,passage_number,passage_word_count,sentiment,count,rate_per_1000_words,lexicon_source
ch02_p003,"Ch. 2: The Teenage Period, passage 3",2,The Teenage Period,3,240,sadness,2,8.333333333333334,NRC lexicon via tidytext/textdata
ch02_p003,"Ch. 2: The Teenage Period, passage 3",2,The Teenage Period,3,240,surprise,0,0,NRC lexicon via tidytext/textdata
ch02_p003,"Ch. 2: The Teenage Period, passage 3",2,The Teenage Period,3,240,trust,6,25,NRC lexicon via tidytext/textdata
ch02_p004,"Ch. 2: The Teenage Period, passage 4",2,The Teenage Period,4,241,anger,4,16.597510373443985,NRC lexicon via tidytext/textdata
ch02_p004,"Ch. 2: The Teenage Period, passage 4",2,The Teenage Period,4,241,anticipation,7,29.04564315352697,NRC lexicon via tidytext/textdata
ch02_p004,"Ch. 2: The Teenage Period, passage 4",2,The Teenage Period,4,241,disgust,3,12.448132780082986,NRC lexicon via tidytext/textdata
ch02_p004,"Ch. 2: The Teenage Period, passage 4",2,The Teenage Period,4,241,fear,3,12.448132780082986,NRC lexicon via tidytext/textdata
ch02_p004,"Ch. 2: The Teenage Period, passage 4",2,The Teenage Period,4,241,joy,2,8.298755186721992,NRC lexicon via tidytext/textdata
ch02_p004,"Ch. 2: The Teenage Period, passage 4",2,The Teenage Period,4,241,negative,6,24.896265560165972,NRC lexicon via tidytext/textdata
ch02_p004,"Ch. 2: The Teenage Period, passage 4",2,The Teenage Period,4,241,positive,7,29.04564315352697,NRC lexicon via tidytext/textdata
ch02_p004,"Ch. 2: The Teenage Period, passage 4",2,The Teenage Period,4,241,sadness,4,16.597510373443985,NRC lexicon via tidytext/textdata
ch02_p004,"Ch. 2: The Teenage Period, passage 4",2,The Teenage Period,4,241,surprise,0,0,NRC lexicon via tidytext/textdata
